area,contentType,action,department,week,month,count,
,A,R,Lawrence,2/16/2014,2014-02,3552,
,A,R,Marianjoy,12/1/2013,2013-12,3551,
,A,R,OSF,7/7/2013,2013-07,3531,
,A,C,Good,11/24/2013,2013-11,3528,
Island,P,R,Decatur,10/27/2013,2013-10,3524,
Stream,P,R,Gibson,4/13/2014,2014-04,3524,
Bridge,P,R,Institute,6/16/2013,2013-06,3503,
,A,R,Kishwaukee,6/30/2013,2013-07,3495,
Mine,P,R,Institute,3/9/2014,2014-03,3491,
Mine,P,R,Institute,4/13/2014,2014-04,3483,
Military,P,R,Gibson,5/11/2014,2014-05,3483,
Trail,P,R,Good,10/27/2013,2013-10,3482,
Trail,P,R,Evanston,7/28/2013,2013-07,3481,
Ridge,P,R,Good,7/21/2013,2013-07,3477,
Oilfield,P,R,Edward,10/27/2013,2013-10,3467,
Island,P,R,Decatur,2/16/2014,2014-02,3465,
Range,P,R,Edward,4/27/2014,2014-04,3460,
Locale,P,R,Good,11/3/2013,2013-11,3407,
,A,R,Kishwaukee,7/28/2013,2013-08,3406,
,A,C,Good,5/25/2014,2014-05,3404,
,A,R,Morris,2/2/2014,2014-02,3400,
Trail,P,R,Good,2/23/2014,2014-02,3389,
Trail,P,R,Evanston,1/26/2014,2014-01,3384,
Stream,P,R,Good,4/6/2014,2014-04,3381,
Locale,P,R,Good,6/2/2013,2013-06,3345,
Range,P,R,Edward,6/9/2013,2013-06,3321,
Ridge,P,R,Graham,2/23/2014,2014-02,3306,
Harbor,P,R,Good,7/7/2013,2013-07,3306,
,A,R,Kirby,2/2/2014,2014-02,3286,
Bridge,P,R,Good,8/4/2013,2013-08,3277,
Spring,P,R,Franklin,1/26/2014,2014-01,3273,
,A,R,FHN,10/27/2013,2013-10,3270,
Census,P,R,Good,12/1/2013,2013-12,3267,
Locale,P,R,Good,5/11/2014,2014-05,3250,
,A,R,Iroquois,3/16/2014,2014-03,3247,
Locale,P,R,Good,2/9/2014,2014-02,3235,
,A,R,Morrison,9/1/2013,2013-09,3226,
Spring,P,R,Franklin,11/3/2013,2013-11,3223,
Island,P,R,Decatur,5/11/2014,2014-05,3208,
Oilfield,P,R,Good,4/20/2014,2014-04,3207,
Mine,P,R,Institute,1/26/2014,2014-01,3200,
Military,P,R,Gibson,1/26/2014,2014-01,3186,
,A,R,Presence,11/10/2013,2013-11,3179,
Ridge,P,R,Graham,5/18/2014,2014-05,3173,
,A,R,Mason,9/8/2013,2013-09,3172,
,A,R,Pinckneyville,12/15/2013,2013-12,3171,
,A,R,Morris,9/15/2013,2013-09,3153,
Locale,P,R,Good,4/27/2014,2014-04,3138,
,A,R,Fayette,6/1/2014,2014-06,3134,
Stream,P,R,Gibson,8/4/2013,2013-08,3124,
Stream,P,R,Gibson,3/23/2014,2014-03,3109,
Forest,P,R,Fayette,6/23/2013,2013-06,3101,
Oilfield,P,R,Good,3/30/2014,2014-03,3095,
,A,R,Holy,6/1/2014,2014-06,3088,
Island,P,R,Decatur,11/10/2013,2013-11,3079,
Locale,P,R,Good,3/23/2014,2014-03,3073,
Island,P,R,Decatur,1/5/2014,2014-01,3059,
Stream,P,R,Good,8/4/2013,2013-08,3045,
Harbor,P,R,Good,2/23/2014,2014-02,3017,
Stream,P,R,Gibson,6/23/2013,2013-06,3005,
Arch,P,R,Fairfield,8/4/2013,2013-08,2993,
Stream,P,R,Gibson,10/13/2013,2013-10,2992,
Lake,P,R,OSF,5/4/2014,2014-05,2991,
Woods,P,C,Edward,6/9/2013,2013-06,2989,
Dam,P,R,Good,10/27/2013,2013-10,2977,
Dam,P,R,OSF,2/23/2014,2014-02,2967,
Military,P,R,Gibson,7/21/2013,2013-07,2966,
Stream,P,R,Good,12/8/2013,2013-12,2965,
Trail,P,R,Evanston,8/11/2013,2013-08,2965,
Stream,P,R,Good,7/14/2013,2013-07,2948,
Ridge,P,R,Graham,10/27/2013,2013-10,2890,
Stream,P,R,Gibson,2/9/2014,2014-02,2883,
Plain,P,R,Good,10/27/2013,2013-10,2880,
Spring,P,R,Presence,1/12/2014,2014-01,2874,
,A,R,Marianjoy,4/13/2014,2014-04,2861,
Mine,P,R,Institute,8/18/2013,2013-08,2858,
Arch,P,R,Fairfield,7/14/2013,2013-07,2823,
Oilfield,P,R,Jackson,9/15/2013,2013-09,2821,
Island,P,R,Decatur,9/1/2013,2013-09,2807,
Mine,P,R,Institute,11/3/2013,2013-11,2781,
,A,R,Memorial,10/20/2013,2013-10,2781,
Oilfield,P,R,Good,2/23/2014,2014-02,2780,
Woods,P,R,Chicago,3/23/2014,2014-03,2778,
,A,R,Morrison,10/27/2013,2013-10,2764,
,A,R,Mason,7/14/2013,2013-07,2748,
Range,P,R,Edward,3/23/2014,2014-03,2747,
Harbor,P,R,Good,9/29/2013,2013-09,2715,
Locale,P,R,Good,12/29/2013,2013-12,2711,
,A,R,Jersey,6/1/2014,2014-06,2711,
,A,R,Blessing,9/8/2013,2013-09,2710,
Harbor,P,R,Good,11/24/2013,2013-11,2695,
Stream,P,R,Gibson,5/25/2014,2014-05,2695,
Forest,P,R,Fayette,3/16/2014,2014-03,2692,
Locale,P,R,Good,6/30/2013,2013-07,2688,
,A,R,Kishwaukee,3/23/2014,2014-03,2674,
Bridge,P,R,Institute,7/28/2013,2013-07,2673,
,A,R,Driver,6/1/2014,2014-06,2662,
,A,R,OSF,6/16/2013,2013-06,2659,
Ridge,P,R,Good,3/30/2014,2014-03,2638,
Oilfield,P,R,Good,5/25/2014,2014-05,2632,
Swamp,P,R,Good,10/27/2013,2013-10,2632,
Stream,P,R,Gibson,9/22/2013,2013-09,2628,
Locale,P,R,Edward,12/29/2013,2013-12,2616,
Forest,P,R,Fayette,9/1/2013,2013-09,2594,
,A,R,Morris,4/20/2014,2014-04,2587,
,A,C,Edward,9/15/2013,2013-09,2583,
,A,R,Perry,2/2/2014,2014-02,2580,
,A,C,Good,10/6/2013,2013-10,2559,
Woods,P,U,Edward,1/12/2014,2014-01,2554,
Military,P,R,Advocate,3/2/2014,2014-03,2549,
Oilfield,P,R,Edward,10/6/2013,2013-10,2548,
,A,R,Presence,10/27/2013,2013-10,2546,
Range,P,R,Edward,2/23/2014,2014-02,2544,
Locale,P,R,Good,8/4/2013,2013-08,2538,
,A,R,Pinckneyville,8/11/2013,2013-08,2517,
Forest,P,R,Fayette,12/8/2013,2013-12,2504,
Military,P,R,Gibson,6/23/2013,2013-06,2494,
Range,P,R,Edward,12/15/2013,2013-12,2475,
,A,C,OSF,1/5/2014,2014-01,2458,
Dam,P,R,OSF,4/20/2014,2014-04,2450,
Stream,P,R,Decatur,1/5/2014,2014-01,2450,
Swamp,P,R,Presence,12/15/2013,2013-12,2435,
Tunnel,P,R,Fairfield,5/11/2014,2014-05,2432,
Stream,P,R,Gibson,11/17/2013,2013-11,2428,
Canal,P,R,Good,6/16/2013,2013-06,2426,
,A,R,OSF,9/15/2013,2013-09,2417,
Census,P,R,Edward,8/11/2013,2013-08,2411,
Bridge,P,R,Advocate,8/4/2013,2013-08,2409,
Military,P,R,Gibson,10/27/2013,2013-10,2409,
Trail,P,R,Evanston,6/9/2013,2013-06,2400,
Bridge,P,R,Institute,8/25/2013,2013-08,2396,
Ridge,P,R,Graham,12/1/2013,2013-12,2394,
,A,R,Pekin,1/26/2014,2014-01,2391,
Census,P,R,Presence,12/29/2013,2013-12,2386,
Island,P,U,Decatur,6/23/2013,2013-06,2382,
Church,P,R,CGH,3/30/2014,2014-04,2379,
Flat,P,U,Decatur,2/23/2014,2014-02,2369,
Ridge,P,R,Good,5/25/2014,2014-05,2362,
Stream,P,R,Gibson,1/5/2014,2014-01,2359,
,A,R,Perry,12/8/2013,2013-12,2354,
Valley,P,R,Gibson,5/25/2014,2014-05,2342,
Military,P,R,Gibson,4/27/2014,2014-04,2336,
,A,C,OSF,5/4/2014,2014-05,2325,
,A,R,Lawrence,11/17/2013,2013-11,2320,
Tunnel,P,R,Fairfield,6/23/2013,2013-06,2320,
Falls,P,R,Graham,3/2/2014,2014-03,2289,
Locale,P,R,Decatur,11/3/2013,2013-11,2289,
Falls,P,R,Graham,10/27/2013,2013-10,2288,
Military,P,R,Gibson,12/8/2013,2013-12,2282,
Lake,P,R,OSF,7/7/2013,2013-07,2278,
Mine,P,R,Institute,10/20/2013,2013-10,2263,
Levee,P,R,Edward,12/8/2013,2013-12,2258,
Locale,P,R,Edward,8/11/2013,2013-08,2257,
Valley,P,R,Midwest,5/11/2014,2014-05,2250,
Bridge,P,R,Kirby,11/3/2013,2013-11,2242,
Arch,P,R,Edward,8/11/2013,2013-08,2225,
,A,R,Blessing,5/4/2014,2014-05,2223,
Lake,P,R,Jackson,5/25/2014,2014-05,2214,
Military,P,R,Advocate,4/6/2014,2014-04,2203,
Harbor,P,R,Good,8/18/2013,2013-08,2196,
Mine,P,R,Institute,9/22/2013,2013-09,2168,
Lake,P,R,Jackson,2/23/2014,2014-02,2167,
,A,R,Perry,3/30/2014,2014-04,2166,
,A,R,Massac,9/29/2013,2013-09,2152,
Ridge,P,R,Good,8/18/2013,2013-08,2149,
Flat,P,U,Decatur,10/20/2013,2013-10,2136,
Spring,P,R,Franklin,3/23/2014,2014-03,2130,
Dam,P,R,OSF,1/26/2014,2014-01,2128,
,A,R,Perry,5/25/2014,2014-05,2104,
Stream,P,R,Good,5/4/2014,2014-05,2097,
Oilfield,P,R,OSF,7/28/2013,2013-07,2096,
Locale,P,R,Edward,10/27/2013,2013-10,2086,
Military,P,R,Advocate,10/27/2013,2013-10,2071,
,A,R,Good,6/1/2014,2014-06,2070,
Harbor,P,R,Good,6/23/2013,2013-06,2057,
,A,R,OSF,9/29/2013,2013-10,2056,
Lake,P,R,Jackson,4/27/2014,2014-04,2048,
Reservoir,P,R,Edward,10/27/2013,2013-10,2044,
Ridge,P,R,CGH,5/18/2014,2014-05,2044,
,A,C,Institute,6/9/2013,2013-06,2025,
Bridge,P,R,Institute,9/29/2013,2013-09,2018,
Ridge,P,R,Good,12/15/2013,2013-12,2018,
Trail,P,R,Evanston,11/17/2013,2013-11,2018,
Levee,P,R,Institute,2/23/2014,2014-02,2012,
Airport,P,R,OSF,5/18/2014,2014-05,2010,
,A,R,Morrison,1/5/2014,2014-01,2008,
,A,R,Chicago,4/6/2014,2014-04,2002,
,A,C,Good,1/5/2014,2014-01,1996,
,A,R,Presence,12/8/2013,2013-12,1993,
,A,C,OSF,11/10/2013,2013-11,1990,
Island,P,R,Decatur,12/8/2013,2013-12,1990,
Harbor,P,R,Good,10/6/2013,2013-10,1976,
,A,R,Memorial,9/15/2013,2013-09,1975,
Ridge,P,R,Good,9/8/2013,2013-09,1971,
Oilfield,P,R,Jackson,12/22/2013,2013-12,1971,
Trail,P,R,Evanston,12/15/2013,2013-12,1969,
Military,P,R,Gibson,9/15/2013,2013-09,1959,
Flat,P,U,Decatur,9/15/2013,2013-09,1954,
Oilfield,P,R,Fayette,10/27/2013,2013-10,1947,
Stream,P,R,Gibson,7/21/2013,2013-07,1937,
,A,R,Institute,6/1/2014,2014-06,1936,
Range,P,R,Edward,1/26/2014,2014-01,1934,
Harbor,P,R,Good,1/26/2014,2014-01,1932,
Lake,P,R,Jackson,7/28/2013,2013-07,1914,
Oilfield,P,R,Decatur,10/27/2013,2013-10,1907,
,A,C,Edward,1/26/2014,2014-01,1907,
Stream,P,R,Gibson,12/15/2013,2013-12,1899,
Levee,P,R,Institute,12/8/2013,2013-12,1888,
Spring,P,R,Presence,9/15/2013,2013-09,1886,
,A,C,Decatur,11/3/2013,2013-11,1876,
Flat,P,U,Decatur,11/24/2013,2013-11,1875,
,A,R,Pinckneyville,1/19/2014,2014-01,1871,
,A,R,Anderson,9/1/2013,2013-09,1870,
Reservoir,P,R,Edward,2/16/2014,2014-02,1863,
Lake,P,R,Jackson,1/26/2014,2014-01,1862,
Spring,P,R,Presence,2/9/2014,2014-02,1856,
,A,R,Memorial,5/18/2014,2014-05,1854,
Lake,P,R,Jackson,9/29/2013,2013-09,1854,
Pillar,P,R,Jersey,4/27/2014,2014-04,1847,
Locale,P,R,Edward,1/26/2014,2014-01,1846,
Harbor,P,R,Good,5/18/2014,2014-05,1843,
Spring,P,R,Franklin,4/27/2014,2014-04,1823,
Ridge,P,R,Edward,7/21/2013,2013-07,1809,
,A,R,OSF,8/11/2013,2013-08,1807,
,A,R,Northwestern,8/11/2013,2013-08,1806,
Locale,P,R,Edward,4/27/2014,2014-04,1799,
,A,R,OSF,11/3/2013,2013-11,1797,
Reservoir,P,R,Edward,12/29/2013,2014-01,1795,
,A,R,Pinckneyville,7/28/2013,2013-07,1792,
,A,R,Presence,10/20/2013,2013-10,1780,
Ridge,P,R,Advocate,7/7/2013,2013-07,1780,
,A,R,Little,12/8/2013,2013-12,1779,
Falls,P,R,Graham,11/24/2013,2013-11,1778,
Channel,P,U,Good,7/21/2013,2013-07,1770,
Spring,P,R,Franklin,12/22/2013,2013-12,1770,
Swamp,P,R,Presence,4/6/2014,2014-04,1769,
,A,R,Kirby,10/27/2013,2013-10,1769,
Oilfield,P,R,Jackson,7/21/2013,2013-07,1766,
Reservoir,P,R,Edward,4/20/2014,2014-04,1764,
Tunnel,P,R,Fairfield,7/14/2013,2013-07,1760,
,A,R,Massac,11/17/2013,2013-11,1759,
Trail,P,R,Presence,3/16/2014,2014-03,1753,
Dam,P,R,Edward,1/26/2014,2014-01,1749,
Lake,P,R,Edward,1/26/2014,2014-01,1744,
Ridge,P,U,Good,10/27/2013,2013-10,1733,
,A,R,Mercy,12/1/2013,2013-12,1733,
Lake,P,R,Jackson,3/23/2014,2014-03,1729,
Lake,P,R,OSF,2/23/2014,2014-02,1715,
,A,R,Northwestern,11/17/2013,2013-11,1706,
Spring,P,R,Marianjoy,1/12/2014,2014-01,1704,
,A,R,Morris,5/11/2014,2014-05,1703,
Bridge,P,U,Good,3/9/2014,2014-03,1703,
Swamp,P,R,Presence,11/3/2013,2013-11,1702,
,A,R,OSF,4/6/2014,2014-04,1701,
,A,R,Delnor,5/11/2014,2014-05,1691,
Oilfield,P,R,Jackson,10/27/2013,2013-10,1690,
,A,R,CGH,5/18/2014,2014-05,1690,
Military,P,R,Advocate,2/23/2014,2014-02,1684,
Military,P,R,Gibson,8/4/2013,2013-08,1679,
Falls,P,R,Graham,12/1/2013,2013-12,1675,
Tunnel,P,U,Good,10/20/2013,2013-10,1673,
Cape,P,R,FHN,9/22/2013,2013-09,1671,
Stream,P,R,Presence,10/27/2013,2013-10,1666,
,A,R,Morrison,4/6/2014,2014-04,1666,
,A,R,Iroquois,1/12/2014,2014-01,1665,
Trail,P,R,Evanston,4/27/2014,2014-04,1662,
Swamp,P,R,Presence,9/22/2013,2013-09,1661,
Dam,P,R,OSF,4/27/2014,2014-05,1661,
Harbor,P,R,Good,4/27/2014,2014-04,1660,
Reservoir,P,R,Edward,11/24/2013,2013-11,1657,
,A,R,Northwestern,9/8/2013,2013-09,1655,
Swamp,P,R,Presence,7/28/2013,2013-07,1648,
Stream,P,R,Fairfield,10/27/2013,2013-10,1647,
,A,C,Decatur,2/2/2014,2014-02,1646,
,A,R,CGH,3/23/2014,2014-03,1643,
,A,R,Chicago,3/23/2014,2014-03,1641,
Lake,P,R,Jackson,8/25/2013,2013-08,1640,
Ridge,P,R,Good,11/3/2013,2013-11,1639,
,A,C,Decatur,3/16/2014,2014-03,1624,
,A,C,Advocate,2/2/2014,2014-02,1620,
,A,R,Morrison,8/18/2013,2013-08,1619,
Harbor,P,R,Good,12/8/2013,2013-12,1615,
Lake,P,R,Jackson,11/24/2013,2013-11,1614,
Stream,P,R,Edward,10/27/2013,2013-10,1614,
Lake,P,R,OSF,3/23/2014,2014-03,1613,
Stream,P,R,Jersey,10/13/2013,2013-10,1610,
Lake,P,R,OSF,11/17/2013,2013-11,1606,
Stream,P,R,Decatur,10/27/2013,2013-10,1605,
,A,C,Edward,8/25/2013,2013-08,1605,
Arch,P,R,Fairfield,6/9/2013,2013-06,1604,
Pillar,P,R,Memorial,4/20/2014,2014-04,1604,
Swamp,P,R,Presence,2/23/2014,2014-02,1594,
,A,R,Lawrence,4/27/2014,2014-04,1591,
Stream,P,R,Jersey,11/24/2013,2013-11,1579,
Airport,P,R,OSF,1/26/2014,2014-01,1578,
,A,R,Holy,5/11/2014,2014-05,1572,
Woods,P,C,Edward,12/15/2013,2013-12,1569,
Swamp,P,R,Presence,3/30/2014,2014-03,1567,
Bridge,P,R,Kirby,7/28/2013,2013-07,1567,
,A,R,Morris,8/18/2013,2013-08,1564,
Oilfield,P,R,OSF,6/23/2013,2013-06,1563,
Ridge,P,R,Good,4/20/2014,2014-04,1562,
Locale,P,R,Edward,5/4/2014,2014-05,1557,
Pillar,P,R,Edward,1/12/2014,2014-01,1557,
Canal,P,R,Good,12/15/2013,2013-12,1554,
,A,R,Pinckneyville,10/13/2013,2013-10,1551,
Mine,P,R,Institute,12/15/2013,2013-12,1548,
Airport,P,R,OSF,4/6/2014,2014-04,1547,
Tunnel,P,U,Good,7/21/2013,2013-07,1546,
Dam,P,R,OSF,7/28/2013,2013-07,1534,
Oilfield,P,R,Presence,10/27/2013,2013-10,1520,
,A,C,Jersey,8/11/2013,2013-08,1519,
,A,C,Jersey,11/3/2013,2013-11,1515,
Ridge,P,R,Good,1/26/2014,2014-01,1513,
,A,C,Decatur,9/22/2013,2013-09,1505,
Stream,P,R,Advocate,2/2/2014,2014-02,1503,
Flat,P,R,Decatur,7/28/2013,2013-07,1503,
Cape,P,R,FHN,6/23/2013,2013-06,1500,
,A,R,Morrison,6/2/2013,2013-06,1499,
Reservoir,P,R,Edward,3/9/2014,2014-03,1496,
Stream,P,R,Advocate,10/6/2013,2013-10,1495,
Spring,P,R,Franklin,5/18/2014,2014-05,1495,
Dam,P,R,OSF,10/27/2013,2013-10,1493,
Bay,P,R,McDonough,6/1/2014,2014-06,1492,
,A,R,Clay,11/3/2013,2013-11,1490,
Locale,P,R,Edward,2/23/2014,2014-02,1489,
Range,P,R,Edward,11/24/2013,2013-11,1482,
Cape,P,R,FHN,11/17/2013,2013-11,1479,
Oilfield,P,U,Good,8/18/2013,2013-08,1476,
Lake,P,R,OSF,4/6/2014,2014-04,1474,
,A,R,Morris,6/9/2013,2013-06,1471,
,A,C,Decatur,1/5/2014,2014-01,1467,
Bridge,P,R,Good,7/7/2013,2013-07,1463,
Ridge,P,R,Midwest,3/30/2014,2014-03,1463,
Tunnel,P,R,Jackson,2/23/2014,2014-02,1461,
Cape,P,R,FHN,10/27/2013,2013-10,1459,
,A,R,Northwestern,4/20/2014,2014-04,1454,
Locale,P,R,Edward,3/9/2014,2014-03,1454,
,A,C,Edward,2/23/2014,2014-02,1452,
Lake,P,R,OSF,6/9/2013,2013-06,1450,
,A,C,Jersey,9/8/2013,2013-09,1448,
,A,R,Iroquois,7/14/2013,2013-07,1445,
Woods,P,R,Institute,6/23/2013,2013-06,1441,
Oilfield,P,R,Franklin,10/27/2013,2013-10,1440,
Dam,P,R,OSF,12/29/2013,2013-12,1438,
,A,R,Community,11/24/2013,2013-11,1438,
,A,R,Perry,7/28/2013,2013-08,1436,
Reservoir,P,R,Edward,5/4/2014,2014-05,1436,
Stream,P,R,Jersey,9/8/2013,2013-09,1428,
Census,P,R,Good,11/24/2013,2013-11,1427,
,A,R,Perry,7/7/2013,2013-07,1417,
Levee,P,R,Institute,11/3/2013,2013-11,1415,
Tunnel,P,R,Jackson,3/23/2014,2014-03,1413,
Oilfield,P,R,Jackson,1/19/2014,2014-01,1412,
Pillar,P,R,Edward,4/6/2014,2014-04,1408,
,A,R,Perry,11/24/2013,2013-11,1407,
Reservoir,P,R,Edward,6/30/2013,2013-07,1404,
Lake,P,R,Jackson,12/15/2013,2013-12,1403,
,A,R,CGH,3/30/2014,2014-04,1403,
Lake,P,R,OSF,10/27/2013,2013-10,1400,
Oilfield,P,R,Jackson,11/24/2013,2013-11,1400,
Oilfield,P,R,Jackson,3/16/2014,2014-03,1399,
,A,R,OSF,1/26/2014,2014-01,1398,
Stream,P,R,Good,2/9/2014,2014-02,1394,
Bridge,P,R,Kirby,1/12/2014,2014-01,1394,
Lake,P,R,Midwest,5/4/2014,2014-05,1386,
Tunnel,P,U,Good,6/9/2013,2013-06,1383,
Lake,P,R,OSF,8/11/2013,2013-08,1383,
,A,R,Edward,6/1/2014,2014-06,1381,
Bridge,P,R,Institute,11/24/2013,2013-11,1380,
Bridge,P,R,Driver,6/23/2013,2013-06,1380,
Ridge,P,U,Good,2/23/2014,2014-02,1368,
Bridge,P,C,Good,3/9/2014,2014-03,1367,
,A,R,Ingalls,9/22/2013,2013-09,1362,
Spring,P,R,Franklin,9/8/2013,2013-09,1360,
Reservoir,P,R,Edward,6/2/2013,2013-06,1360,
Locale,P,R,Decatur,10/27/2013,2013-10,1352,
Oilfield,P,R,Jackson,5/18/2014,2014-05,1349,
Oilfield,P,R,Jackson,4/27/2014,2014-04,1346,
Oilfield,P,R,Jackson,2/23/2014,2014-02,1341,
Tunnel,P,U,Good,11/3/2013,2013-11,1340,
Tunnel,P,U,Good,3/30/2014,2014-03,1337,
,A,R,Highland,1/26/2014,2014-01,1335,
,A,R,Hardin,11/10/2013,2013-11,1334,
Building,P,R,Evanston,7/21/2013,2013-07,1332,
Bend,P,R,Good,8/25/2013,2013-08,1327,
,A,R,Lawrence,9/1/2013,2013-09,1326,
Tower,P,R,Edward,3/9/2014,2014-03,1323,
,A,C,Edward,10/20/2013,2013-10,1320,
Harbor,P,R,Good,3/16/2014,2014-03,1319,
Stream,P,R,Presence,11/3/2013,2013-11,1315,
Levee,P,R,Good,2/23/2014,2014-02,1315,
Ridge,P,R,Good,2/16/2014,2014-02,1310,
Oilfield,P,R,Jackson,6/23/2013,2013-06,1309,
,A,C,OSF,10/27/2013,2013-10,1307,
Tunnel,P,U,Good,9/1/2013,2013-09,1306,
Levee,P,R,Institute,9/22/2013,2013-09,1303,
Oilfield,P,R,OSF,9/15/2013,2013-09,1301,
Bar,P,R,Good,12/8/2013,2013-12,1301,
Tunnel,P,U,Good,5/18/2014,2014-05,1300,
Stream,P,R,Jersey,4/6/2014,2014-04,1297,
,A,R,OSF,5/4/2014,2014-05,1296,
,A,R,Massac,1/12/2014,2014-01,1294,
Bridge,P,R,Edward,8/18/2013,2013-08,1293,
,A,R,Illinois,8/11/2013,2013-08,1292,
Ridge,P,R,Midwest,6/9/2013,2013-06,1287,
,A,C,Chicago,3/23/2014,2014-03,1286,
Oilfield,P,R,Presence,9/29/2013,2013-10,1284,
Lake,P,R,OSF,12/15/2013,2013-12,1284,
,A,R,Lawrence,1/12/2014,2014-01,1279,
Tunnel,P,R,Jackson,6/16/2013,2013-06,1279,
,A,R,Massac,7/21/2013,2013-07,1279,
School,P,R,Jersey,6/1/2014,2014-06,1278,
Levee,P,R,Institute,3/9/2014,2014-03,1275,
,A,C,OSF,4/20/2014,2014-04,1275,
Military,P,R,Gibson,11/17/2013,2013-11,1275,
Lake,P,R,Jackson,10/27/2013,2013-10,1271,
Oilfield,P,R,OSF,1/19/2014,2014-01,1270,
,A,R,Anderson,4/20/2014,2014-04,1265,
Canal,P,R,Good,9/15/2013,2013-09,1264,
Tunnel,P,R,Jackson,9/22/2013,2013-09,1264,
,A,R,OSF,3/16/2014,2014-03,1259,
,A,R,Harrisburg,11/3/2013,2013-11,1256,
Stream,P,R,Advocate,9/29/2013,2013-09,1253,
Arch,P,R,Good,3/23/2014,2014-03,1252,
,A,R,Pinckneyville,9/1/2013,2013-09,1249,
,A,R,Massac,6/23/2013,2013-06,1246,
,A,C,Jersey,3/2/2014,2014-03,1244,
,A,C,Jackson,2/16/2014,2014-02,1241,
,A,R,Illinois,1/5/2014,2014-01,1238,
,A,R,Morris,7/28/2013,2013-07,1237,
,A,R,OSF,12/8/2013,2013-12,1230,
Oilfield,P,R,Edward,1/26/2014,2014-01,1229,
,A,R,Lawrence,7/28/2013,2013-08,1228,
,A,R,Northwestern,10/27/2013,2013-10,1228,
Canal,P,R,Good,7/7/2013,2013-07,1224,
,A,R,Morris,1/19/2014,2014-01,1222,
,A,R,Chicago,10/27/2013,2013-10,1214,
,A,R,Perry,9/29/2013,2013-09,1214,
,A,R,Morrison,7/28/2013,2013-07,1210,
,A,R,Presence,1/26/2014,2014-01,1204,
Stream,P,R,Jersey,5/4/2014,2014-05,1204,
Lake,P,R,Midwest,9/8/2013,2013-09,1201,
Stream,P,R,Jersey,2/9/2014,2014-02,1198,
Locale,P,R,Jersey,10/27/2013,2013-10,1196,
Ridge,P,R,Driver,5/25/2014,2014-05,1193,
Oilfield,P,R,FHN,10/20/2013,2013-10,1191,
,A,R,Presence,11/17/2013,2013-11,1190,
Woods,P,U,Edward,11/24/2013,2013-11,1190,
Locale,P,R,Edward,11/24/2013,2013-11,1188,
,A,R,Pinckneyville,4/20/2014,2014-04,1187,
,A,C,Edward,4/13/2014,2014-04,1187,
Tunnel,P,R,Good,6/1/2014,2014-06,1183,
Tunnel,P,R,Jackson,4/27/2014,2014-04,1177,
,A,C,Decatur,7/21/2013,2013-07,1177,
Dam,P,R,Edward,2/9/2014,2014-02,1177,
Bridge,P,R,Good,3/9/2014,2014-03,1173,
Bridge,P,R,Kirby,6/2/2013,2013-06,1171,
Levee,P,R,Institute,5/18/2014,2014-05,1165,
Arch,P,R,Fairfield,11/24/2013,2013-11,1162,
Range,P,R,Edward,5/18/2014,2014-05,1162,
,A,C,Jersey,7/28/2013,2013-07,1161,
Reservoir,P,R,Decatur,1/5/2014,2014-01,1160,
Stream,P,R,Advocate,12/15/2013,2013-12,1157,
Dam,P,R,Good,4/27/2014,2014-04,1145,
Tunnel,P,R,Jackson,8/18/2013,2013-08,1145,
Stream,P,R,Decatur,11/3/2013,2013-11,1142,
Bridge,P,R,Kirby,8/4/2013,2013-08,1138,
Falls,P,R,Graham,2/2/2014,2014-02,1134,
Oilfield,P,R,Edward,9/22/2013,2013-09,1131,
Flat,P,R,Midwest,2/23/2014,2014-02,1130,
Bay,P,U,McDonough,7/28/2013,2013-07,1129,
,A,R,Lawrence,5/18/2014,2014-05,1129,
Pillar,P,R,OSF,4/27/2014,2014-04,1129,
Lake,P,R,Jackson,6/23/2013,2013-06,1126,
Falls,P,R,Graham,8/18/2013,2013-08,1124,
,A,R,Presence,6/9/2013,2013-06,1123,
Ridge,P,R,Midwest,7/7/2013,2013-07,1119,
Tunnel,P,R,FHN,3/9/2014,2014-03,1115,
Cape,P,R,Good,8/25/2013,2013-08,1112,
Airport,P,R,Fayette,5/25/2014,2014-05,1111,
Bridge,P,R,Decatur,1/12/2014,2014-01,1110,
,A,C,OSF,6/30/2013,2013-07,1106,
,A,C,Driver,8/25/2013,2013-08,1103,
,A,R,Chicago,5/18/2014,2014-05,1100,
,A,R,Glenbrook,5/11/2014,2014-05,1100,
Locale,P,R,Edward,9/1/2013,2013-09,1100,
Building,P,R,Kirby,10/27/2013,2013-10,1097,
Stream,P,R,Advocate,11/24/2013,2013-11,1089,
,A,R,Advocate,7/21/2013,2013-07,1086,
,A,R,Illinois,6/30/2013,2013-07,1085,
Dam,P,R,OSF,3/30/2014,2014-03,1085,
Ridge,P,U,Good,12/29/2013,2013-12,1081,
Reservoir,P,R,Jersey,5/25/2014,2014-05,1081,
Stream,P,R,Jersey,12/15/2013,2013-12,1079,
Lake,P,R,Midwest,4/20/2014,2014-04,1079,
Arch,P,R,Good,11/10/2013,2013-11,1076,
Lake,P,R,Midwest,10/27/2013,2013-10,1076,
Military,P,R,Advocate,5/11/2014,2014-05,1074,
Ridge,P,R,Midwest,1/26/2014,2014-01,1072,
Lake,P,R,Midwest,1/5/2014,2014-01,1071,
Hospital,P,R,Jersey,6/23/2013,2013-06,1071,
